ID;COSTO;NOMBRE
75121;27024;Bikini
75122;34426;Traje de gala
75123;16242;Sudadera
75124;80700;Camisa
75125;77861;Falda
75126;80552;Chándal
75127;62166;Reloj
75128;78140;Blazer
75129;987;Cartera
75130;73740;Pantalón
75131;82730;Chándal
75132;67021;Pulsera
75133;15829;Sandalias
75134;29452;Zapatillas
75135;43499;Sujetador
75136;64314;Bikini
75137;63166;Vestido
75138;70535;Abrigo
75139;73217;Cartera
75140;91067;Sujetador
75141;98671;Calzoncillos
75142;94604;Billetera
75143;5183;Paraguas
75144;94234;Falda
75145;3573;Maleta
75146;86065;Billetera
75147;32115;Pijama
75148;60400;Blusa
75149;42656;Calzoncillos
75150;64826;Sudadera
75151;63588;Pantalones cortos
75152;29597;Cinturón
75153;78444;Pijama
75154;78262;Chaqueta
75155;67854;Pantalones cortos
75156;89956;Camisa
75157;58804;Sujetador
75158;73807;Zapatos
75159;53730;Blusa
75160;1733;Gafas de lectura
75161;70345;Calzoncillos
75162;30443;Bolso
75163;56999;Billetera
75164;79212;Bolso de mano
75165;86349;Pulsera
75166;38373;Chaqueta
75167;36097;Chándal
75168;70370;Bolso de mano
75169;14803;Anillo
75170;87848;Calcetines
75171;65703;Gafas de sol
75172;4919;Anillo
75173;19853;Chaleco
75174;1249;Bolso de mano
75175;93925;Shorts
75176;81374;Bikini
75177;35198;Shorts
75178;53051;Cinturón
75179;50570;Vestido de noche
75180;28645;Gafas de sol
75181;49749;Bañador
75182;93212;Vestido de noche
75183;57163;Billetera
75184;95073;Sujetador
75185;10310;Falda
75186;38159;Camiseta
75187;89921;Bolso de mano
75188;84231;Sujetador
75189;88054;Sandalias
75190;23759;Gafas de lectura
75191;70247;Pijama de seda
75192;6280;Gafas de lectura
75193;65185;Chándal
75194;35864;Botas
75195;90168;Calzoncillos
75196;68269;Cinturón
75197;64313;Calzoncillos
75198;75406;Jersey
75199;74497;Traje de gala
75200;84953;Gorra
75201;36622;Abrigo
75202;18968;Sandalias
75203;66428;Bikini
75204;8712;Pantalones cortos
75205;66353;Pijama
75206;12941;Tacones
75207;66973;Chaqueta
75208;55180;Anillo
75209;51196;Traje de gala
75210;64044;Calcetines
75211;25666;Blusa
75212;94278;Blazer
75213;33719;Traje de baño
75214;99155;Reloj
75215;98103;Bolso de mano
75216;47086;Anillo
75217;97026;Calcetines
75218;17287;Falda
75219;60493;Pantalón
75220;44825;Chaleco de punto
75221;37204;Pijama de seda
75222;26382;Bolso de mano
75223;96386;Chaqueta
75224;35544;Bañador
75225;67776;Tacones
75226;69932;Sudadera
75227;42791;Bolso de mano
75228;68399;Botas
75229;43879;Paraguas
75230;11096;Chaleco
75231;98267;Pijama de seda
75232;27500;Camisa
75233;65016;Pantalones cortos
75234;74652;Sujetador
75235;10857;Maleta
75236;46844;Blazer
75237;89414;Bañador
75238;82642;Cartera
75239;70149;Traje de baño
75240;648;Bolso de mano
75241;49636;Billetera
75242;49628;Zapatillas
75243;89772;Mochila
75244;69853;Sujetador
75245;92635;Maleta
75246;51929;Collar
75247;88915;Billetera
75248;4882;Pantalones cortos
75249;44149;Falda
75250;12381;Gafas de sol
75251;89020;Billetera
75252;82650;Shorts
75253;95069;Collar
75254;28967;Calzoncillos
75255;39570;Pijama de seda
75256;81100;Vestido de noche
75257;7796;Blazer
75258;24938;Bolso
75259;53036;Pulsera
75260;88967;Reloj
75261;56992;Cartera
75262;37618;Pijama de seda
75263;19755;Vestido de noche
75264;53826;Chándal
75265;67552;Pulsera
75266;489;Shorts
75267;12777;Vestido de noche
75268;64764;Chaleco de punto
75269;62961;Sujetador
75270;3542;Sandalias
75271;38012;Bikini
75272;89837;Cartera
75273;93236;Pantalón
75274;75295;Chaleco de punto
75275;36737;Gorro
75276;82610;Gorra
75277;53366;Vestido de noche
75278;94510;Mochila
75279;43750;Gorro
75280;10397;Gorra
75281;79292;Chaleco
75282;18512;Bufanda
75283;42971;Traje de gala
75284;24569;Pantalones cortos
75285;4306;Maleta
75286;9838;Bañador
75287;80180;Bufanda
75288;76863;Botas
75289;35304;Pulsera
75290;34657;Chaleco de punto
75291;28392;Gafas de lectura
75292;20056;Pantalones cortos
75293;46740;Blusa
75294;70865;Shorts
75295;82702;Pijama de seda
75296;69879;Blazer
75297;24988;Cartera
75298;73485;Blazer
75299;93732;Chándal
75300;95933;Gorra
75301;36651;Sombrero
75302;88649;Mochila
75303;5716;Traje de baño
75304;39469;Botas
75305;24125;Jersey
75306;10083;Falda
75307;93898;Mochila
75308;5405;Blusa
75309;40150;Zapatillas
75310;26016;Abrigo
75311;97566;Calcetines
75312;31882;Bufanda
75313;59381;Gafas de lectura
75314;92328;Bolso
75315;93181;Chándal
75316;77714;Paraguas
75317;34212;Camisa
75318;5868;Camiseta
75319;70976;Falda
75320;3693;Sudadera
75321;55638;Bufanda
75322;61536;Maleta
75323;89269;Cinturón
75324;25359;Bufanda
75325;89782;Pantalones cortos
75326;9823;Shorts
75327;43170;Sudadera
75328;90656;Abrigo
75329;50203;Paraguas
75330;20303;Vestido
75331;46557;Zapatos
75332;86352;Chaleco
75333;86248;Sujetador
75334;12160;Zapatillas
75335;46454;Jersey
75336;86770;Sombrero
75337;59190;Sudadera
75338;15906;Abrigo
75339;47720;Pantalón
75340;9419;Gafas de lectura
75341;81053;Calcetines
75342;46690;Tacones
75343;50722;Sudadera
75344;98605;Traje de gala
75345;60755;Guantes
75346;58685;Pijama de seda
75347;55294;Gafas de lectura
75348;91195;Maleta
75349;59290;Billetera
75350;86128;Calzoncillos
75351;26677;Sujetador
75352;26522;Vestido
75353;83532;Camiseta
75354;3736;Reloj
75355;56719;Gorro
75356;91629;Traje de gala
75357;27846;Gorro
75358;44150;Jersey
75359;31972;Bolso
75360;56370;Cinturón
75361;17705;Mochila
75362;92052;Gafas de lectura
75363;92790;Chaqueta
75364;89279;Traje de gala
75365;72637;Gafas de sol
75366;77637;Gorra
75367;96706;Bufanda
75368;71673;Gafas de lectura
75369;23657;Paraguas
75370;20797;Cinturón
75371;2637;Jersey
75372;45598;Anillo
75373;50150;Calzoncillos
75374;76899;Bufanda
75375;68084;Chándal
75376;21364;Blazer
75377;97528;Billetera
75378;27334;Collar
75379;9530;Calzoncillos
75380;79136;Shorts
75381;42968;Pijama
75382;44660;Zapatillas
75383;6685;Paraguas
75384;69519;Bufanda
75385;55986;Gorro
75386;88903;Zapatos
75387;78163;Falda
75388;38473;Bolso de mano
75389;58632;Collar
75390;18428;Chaleco de punto
75391;43618;Bikini
75392;91294;Bolso de mano
75393;22649;Reloj
75394;74493;Traje de gala
75395;16678;Falda
75396;6299;Pantalones cortos
75397;8283;Gafas de sol
75398;86337;Zapatos
75399;43685;Pantalones cortos
75400;95601;Zapatillas
75401;45316;Traje de gala
75402;9274;Falda
75403;27535;Camisa
75404;9908;Sandalias
75405;24584;Traje de gala
75406;30132;Abrigo
75407;53154;Blazer
75408;52575;Collar
75409;41128;Bufanda
75410;61863;Calzoncillos
75411;21877;Sudadera
75412;75398;Calzoncillos
75413;1730;Vestido
75414;38475;Falda
75415;12183;Bikini
75416;92968;Chaleco de punto
75417;96582;Zapatos
75418;69818;Gorra
75419;45764;Billetera
75420;9014;Shorts
75421;69104;Reloj
75422;44137;Collar
75423;68877;Bikini
75424;70706;Calzoncillos
75425;24151;Tacones
75426;32147;Collar
75427;88988;Traje de gala
75428;20839;Zapatillas
75429;23119;Chaleco de punto
75430;63153;Shorts
75431;61646;Anillo
75432;56884;Sandalias
75433;54267;Gorro
75434;49083;Billetera
75435;23204;Gafas de sol
75436;80368;Chaleco
75437;52807;Calcetines
75438;85451;Zapatillas
75439;54433;Pijama de seda
75440;44070;Cartera
75441;4329;Gorro
75442;45878;Shorts
75443;86001;Gafas de lectura
75444;37704;Jersey
75445;42370;Bolso
75446;32970;Traje de baño
75447;9344;Vestido de noche
75448;92137;Bufanda
75449;95533;Zapatos
75450;20416;Bufanda
75451;79662;Mochila
75452;95109;Paraguas
75453;39733;Bolso
75454;97485;Shorts
75455;19662;Gorro
75456;64655;Gorro
75457;48168;Bolso de mano
75458;7558;Maleta
75459;70258;Paraguas
75460;46007;Mochila
75461;64714;Abrigo
75462;90544;Sombrero
75463;28446;Pantalones cortos
75464;4502;Chándal
75465;44225;Chándal
75466;50999;Bolso de mano
75467;19160;Guantes
75468;14605;Mochila
75469;22865;Gorro
75470;68192;Chaleco de punto
75471;26238;Shorts
75472;99478;Traje de baño
75473;41967;Falda
75474;79048;Tacones
75475;43945;Vestido
75476;5162;Collar
75477;81228;Calcetines
75478;8399;Pantalones cortos
75479;84122;Paraguas
75480;2498;Chaleco
75481;22054;Pijama
75482;88988;Gafas de sol
75483;15195;Anillo
75484;15221;Billetera
75485;47352;Chaleco de punto
75486;84320;Guantes
75487;98651;Sudadera
75488;28513;Bufanda
75489;78509;Anillo
75490;26601;Botas
75491;35247;Shorts
75492;4079;Paraguas
75493;2199;Chaqueta
75494;53346;Reloj
75495;3082;Zapatos
75496;43726;Guantes
75497;26398;Camiseta
75498;36140;Tacones
75499;53759;Pantalones cortos
75500;46440;Calcetines
75501;11545;Chándal
75502;76748;Abrigo
75503;47710;Calcetines
75504;15870;Chaqueta
75505;67997;Tacones
75506;40594;Zapatos
75507;79042;Abrigo
75508;49051;Sombrero
75509;68284;Blusa
75510;99213;Bufanda
75511;50775;Camiseta
75512;61734;Sudadera
75513;47116;Pulsera
75514;62993;Sujetador
75515;66259;Anillo
75516;52777;Billetera
75517;55190;Calzoncillos
75518;95630;Anillo
75519;53900;Calcetines
75520;25413;Gorro
75521;15564;Jersey
75522;62761;Shorts
75523;36145;Mochila
75524;31441;Abrigo
75525;72772;Sujetador
75526;73603;Calzoncillos
75527;96044;Vestido de noche
75528;67254;Sombrero
75529;43674;Chaleco
75530;13838;Pantalón
75531;21185;Pijama de seda
75532;85291;Reloj
75533;29889;Traje de gala
75534;36157;Bolso
75535;25320;Calcetines
75536;77831;Jersey
75537;75344;Sombrero
75538;91323;Sudadera
75539;14324;Bikini
75540;21336;Mochila
75541;28686;Mochila
75542;10607;Gafas de sol
75543;2456;Chaleco
75544;6559;Collar
75545;77025;Traje de gala
75546;38623;Cinturón
75547;18867;Gorro
75548;33530;Pulsera
75549;1533;Botas
75550;14751;Chaqueta
75551;84927;Abrigo
75552;12126;Pantalones cortos
75553;63412;Shorts
75554;13216;Pulsera
75555;98939;Traje de gala
75556;30459;Camisa
75557;93041;Pantalón
75558;3435;Sombrero
75559;58930;Camisa
75560;66710;Calzoncillos
75561;58143;Sudadera
75562;37570;Pantalón
75563;31386;Sombrero
75564;39617;Cinturón
75565;75495;Pijama
75566;96862;Camisa
75567;7134;Sujetador
75568;31523;Bikini
75569;34526;Chaleco
75570;42225;Pijama de seda
75571;95582;Sudadera
75572;39932;Cartera
75573;77526;Pantalón
75574;16939;Botas
75575;27146;Chándal
75576;39661;Billetera
75577;34228;Paraguas
75578;96038;Collar
75579;59827;Botas
75580;12571;Traje de gala
75581;67023;Abrigo
75582;47788;Chándal
75583;79346;Pijama de seda
75584;1281;Pijama de seda
75585;14213;Pulsera
75586;43368;Pulsera
75587;28506;Abrigo
75588;56992;Collar
75589;2138;Bikini
75590;26674;Pijama de seda
75591;2185;Pulsera
75592;2650;Pulsera
75593;24489;Chándal
75594;93396;Camiseta
75595;53420;Cinturón
75596;18553;Camiseta
75597;30754;Bikini
75598;12144;Chaleco de punto
75599;35065;Calcetines
75600;90585;Pulsera
75601;48724;Pijama de seda
75602;85344;Cinturón
75603;89476;Botas
75604;49113;Vestido
75605;32967;Bikini
75606;210;Vestido
75607;79890;Chaqueta
75608;26209;Collar
75609;44859;Guantes
75610;1343;Cinturón
75611;95013;Chaleco
75612;38627;Abrigo
75613;27426;Traje de baño
75614;53301;Chaleco
75615;66751;Gafas de sol
75616;2837;Reloj
75617;94972;Vestido de noche
75618;83050;Bolso de mano
75619;38186;Pantalones cortos
75620;52317;Gafas de sol
75621;24995;Reloj
75622;65047;Calcetines
75623;3613;Sandalias
75624;54181;Pantalón
75625;13687;Pantalones cortos
75626;55424;Bolso de mano
75627;21518;Pantalones cortos
75628;27111;Guantes
75629;3530;Bolso
75630;12060;Maleta
75631;88689;Pantalones cortos
75632;94228;Paraguas
75633;98176;Zapatos
75634;10507;Billetera
75635;27932;Paraguas
75636;70655;Bañador
75637;51485;Chaleco de punto
75638;75746;Mochila
75639;74423;Calzoncillos
75640;85437;Gafas de lectura
75641;61146;Chaleco de punto
75642;97737;Botas
75643;40395;Abrigo
75644;53793;Camiseta
75645;73807;Tacones
75646;39139;Maleta
75647;52665;Vestido
75648;2616;Jersey
75649;65217;Cinturón
75650;72014;Blusa
75651;33829;Tacones
75652;41830;Tacones
75653;17876;Falda
75654;35640;Paraguas
75655;17358;Paraguas
75656;96595;Pantalones cortos
75657;18655;Abrigo
75658;32571;Camiseta
75659;95505;Camisa
75660;19090;Zapatillas
75661;21027;Paraguas
75662;24563;Gafas de sol
75663;83354;Calcetines
75664;97530;Sujetador
75665;89505;Pantalón
75666;68728;Chaqueta
75667;31196;Mochila
75668;37833;Zapatillas
75669;28795;Vestido de noche
75670;16549;Sudadera
75671;57430;Pijama de seda
75672;38347;Gafas de lectura
75673;40472;Gafas de sol
75674;13071;Maleta
75675;7740;Sujetador
75676;65194;Camiseta
75677;44299;Cartera
75678;38175;Guantes
75679;45852;Traje de baño
75680;25005;Camiseta
75681;86879;Calzoncillos
75682;43151;Sudadera
75683;70933;Guantes
75684;58550;Traje de gala
75685;94277;Pijama de seda
75686;7520;Blazer
75687;83158;Traje de baño
75688;90386;Chaleco
75689;25970;Gorra
75690;70040;Chándal
75691;73312;Collar
75692;71536;Paraguas
75693;21616;Vestido de noche
75694;63408;Paraguas
75695;75735;Calcetines
75696;33753;Gorro
75697;66549;Botas
75698;92374;Abrigo
75699;41940;Botas
75700;41190;Sujetador
75701;35342;Calzoncillos
75702;24641;Blazer
75703;40243;Pulsera
75704;21035;Falda
75705;26696;Bañador
75706;23403;Reloj
75707;39536;Tacones
75708;81876;Pantalones cortos
75709;76210;Tacones
75710;55647;Calcetines
75711;71755;Blazer
75712;79554;Traje de gala
75713;97066;Calcetines
75714;42722;Traje de gala
75715;88907;Reloj
75716;35810;Guantes
75717;82037;Sandalias
75718;3379;Sombrero
75719;48433;Cinturón
75720;11901;Chaleco de punto
75721;26803;Pijama de seda
75722;11248;Calzoncillos
75723;68718;Botas
75724;7482;Tacones
75725;71228;Guantes
75726;77239;Bufanda
75727;73110;Botas
75728;68692;Cinturón
75729;73716;Pijama de seda
75730;94512;Billetera
75731;94568;Chaleco
75732;61208;Sombrero
75733;69438;Sombrero
75734;85990;Pijama de seda
75735;49177;Gorra
75736;73241;Vestido
75737;67943;Gorro
75738;97895;Jersey
75739;49819;Pijama
75740;45387;Gafas de lectura
75741;45632;Chándal
75742;85242;Chaleco de punto
75743;73104;Anillo
75744;18099;Botas
75745;56099;Anillo
75746;36980;Collar
75747;98443;Paraguas
75748;15555;Shorts
75749;40380;Chaleco de punto
75750;47609;Pijama de seda
75751;64994;Bolso
75752;85445;Shorts
75753;61426;Pijama de seda
75754;74206;Pantalones cortos
75755;80713;Gafas de lectura
75756;55516;Blusa
75757;82842;Pantalón
75758;32576;Camiseta
75759;73101;Zapatillas
75760;13033;Zapatos
75761;82537;Anillo
75762;61993;Maleta
75763;46294;Chándal
75764;41100;Gorra
75765;81023;Camiseta
75766;76259;Bufanda
75767;23589;Blusa
75768;20673;Botas
75769;7564;Traje de baño
75770;83208;Chándal
75771;41403;Gafas de sol
75772;4849;Pantalones cortos
75773;64614;Sujetador
75774;9674;Pijama de seda
75775;99255;Bikini
75776;35434;Camiseta
75777;32628;Zapatos
75778;21333;Chaleco de punto
75779;64331;Calzoncillos
75780;34985;Bolso
75781;42621;Bolso de mano
75782;41502;Cartera
75783;5679;Guantes
75784;30652;Gorra
75785;22234;Blazer
75786;12085;Pantalones cortos
75787;47381;Bolso de mano
75788;43270;Botas
75789;46852;Anillo
75790;41858;Tacones
75791;43015;Abrigo
75792;82081;Maleta
75793;75436;Pantalones cortos
75794;98344;Chándal
75795;44359;Bolso
75796;6533;Zapatillas
75797;99172;Bufanda
75798;61670;Chaleco
75799;483;Paraguas
75800;5861;Sudadera
75801;33869;Calcetines
75802;22169;Pantalones cortos
75803;36819;Shorts
75804;1927;Traje de baño
75805;42256;Collar
75806;58808;Bañador
75807;17456;Bolso
75808;94591;Pantalón
75809;35404;Pijama
75810;33217;Calzoncillos
75811;81573;Gafas de sol
75812;48399;Cinturón
75813;64702;Paraguas
75814;11609;Gafas de lectura
75815;27930;Maleta
75816;50586;Botas
75817;11697;Sandalias
75818;73288;Paraguas
75819;93689;Jersey
75820;23346;Blazer
75821;85638;Abrigo
75822;83754;Pulsera
75823;98730;Chaleco de punto
75824;31340;Pantalón
75825;55744;Pantalón
75826;94134;Jersey
75827;95597;Chaleco de punto
75828;59314;Calzoncillos
75829;259;Pantalones cortos
75830;95537;Pantalón
75831;3620;Gafas de sol
75832;60061;Pijama
75833;79632;Pijama de seda
75834;96381;Sombrero
75835;89209;Anillo
75836;49751;Cartera
75837;61732;Cinturón
75838;11744;Maleta
75839;59595;Abrigo
75840;91743;Paraguas
75841;36880;Bolso de mano
75842;29916;Traje de gala
75843;12105;Falda
75844;969;Calcetines
75845;71258;Pijama de seda
75846;86086;Sandalias
75847;48109;Botas
75848;39901;Chaleco
75849;97712;Bañador
75850;32605;Abrigo
75851;6501;Shorts
75852;74208;Falda
75853;65715;Anillo
75854;44304;Sudadera
75855;97622;Bañador
75856;38673;Calcetines
75857;22426;Chándal
75858;38816;Blazer
75859;10541;Calzoncillos
75860;1037;Chaleco de punto
75861;77042;Calzoncillos
75862;88969;Falda
75863;28174;Chaleco
75864;84090;Pijama de seda
75865;45321;Pantalón
75866;3302;Botas
75867;33966;Vestido de noche
75868;26307;Pantalones cortos
75869;37990;Guantes
75870;69185;Gorra
75871;8208;Calzoncillos
75872;70280;Vestido de noche
75873;1615;Zapatillas
75874;36325;Tacones
75875;62016;Chaleco de punto
75876;89654;Gafas de lectura
75877;75124;Sudadera
75878;40899;Collar
75879;47738;Gafas de sol
75880;80570;Sombrero
75881;19235;Shorts
75882;7195;Bikini
75883;93486;Gafas de lectura
75884;37676;Camisa
75885;47021;Pantalones cortos
75886;29241;Collar
75887;37615;Pijama de seda
75888;60374;Cinturón
75889;38561;Vestido
75890;34895;Pantalones cortos
75891;44553;Vestido
75892;68447;Pijama de seda
75893;696;Bolso de mano
75894;9140;Calcetines
75895;90610;Reloj
75896;30025;Vestido
75897;95147;Bufanda
75898;47238;Sujetador
75899;41291;Guantes
75900;95558;Pulsera
75901;17383;Traje de baño
75902;44010;Chaqueta
75903;20778;Reloj
75904;44474;Pantalones cortos
75905;92586;Pantalones cortos
75906;36660;Calcetines
75907;37214;Pulsera
75908;80037;Vestido
75909;52889;Gorro
75910;14664;Anillo
75911;98462;Bufanda
75912;48908;Pantalones cortos
75913;46392;Botas
75914;47482;Reloj
75915;95662;Mochila
75916;35513;Gafas de lectura
75917;9053;Bolso de mano
75918;30156;Botas
75919;33464;Cinturón
75920;27800;Calcetines
75921;50993;Sudadera
75922;94241;Sandalias
75923;37010;Camisa
75924;15453;Jersey
75925;54274;Collar
75926;50813;Cartera
75927;36767;Sujetador
75928;66269;Gafas de lectura
75929;39305;Reloj
75930;86090;Gafas de lectura
75931;89866;Maleta
75932;85678;Bikini
75933;9654;Cinturón
75934;5431;Vestido
75935;66315;Calzoncillos
75936;32402;Bolso
75937;28824;Chaleco de punto
75938;75909;Jersey
75939;79446;Traje de gala
75940;45620;Paraguas
75941;97036;Traje de gala
75942;8531;Zapatos
75943;8984;Maleta
75944;60006;Sudadera
75945;63815;Traje de baño
75946;21176;Cinturón
75947;64964;Sombrero
75948;64832;Paraguas
75949;10450;Pijama de seda
75950;63851;Pantalones cortos
75951;44470;Chaleco de punto
75952;60202;Traje de baño
75953;38615;Chaqueta
75954;42408;Bikini
75955;20713;Cartera
75956;77736;Blusa
75957;54022;Camiseta
75958;83159;Billetera
75959;30751;Blusa
75960;14906;Billetera
75961;22543;Bolso de mano
75962;39896;Paraguas
75963;73916;Pulsera
75964;82360;Chaqueta
75965;7832;Abrigo
75966;37791;Mochila
75967;15398;Zapatillas
75968;21830;Bañador
75969;81258;Pijama de seda
75970;59192;Shorts
75971;54532;Camisa
75972;63687;Bolso
75973;31459;Tacones
75974;39149;Traje de baño
75975;28347;Vestido
75976;81629;Bufanda
75977;52018;Paraguas
75978;87063;Reloj
75979;36746;Bolso
75980;23114;Gafas de sol
75981;19993;Bolso
75982;76026;Chaleco
75983;69784;Abrigo
75984;31450;Blusa
75985;69518;Traje de gala
75986;34705;Blazer
75987;42795;Billetera
75988;75237;Chándal
75989;38456;Pulsera
75990;92384;Traje de baño
75991;11561;Pantalón
75992;30036;Falda
75993;52997;Calzoncillos
75994;31893;Vestido de noche
75995;76817;Sujetador
75996;57330;Traje de gala
75997;67556;Sandalias
75998;96297;Paraguas
75999;56974;Reloj
76000;38421;Camisa
76001;94292;Chándal
76002;42773;Maleta
76003;82238;Zapatos
76004;75883;Chándal
76005;55069;Cartera
76006;39051;Bufanda
76007;6224;Falda
76008;91158;Gorra
76009;56987;Paraguas
76010;67268;Sandalias
76011;7710;Zapatillas
76012;91923;Pijama
76013;79402;Pulsera
76014;33221;Paraguas
76015;9671;Shorts
76016;40135;Zapatos
76017;5861;Calzoncillos
76018;26922;Traje de baño
76019;39947;Bikini
76020;99383;Reloj
76021;52030;Bufanda
76022;23626;Bikini
76023;19127;Billetera
76024;8103;Calzoncillos
76025;51561;Vestido de noche
76026;8314;Blazer
76027;79936;Calzoncillos
76028;53224;Gafas de sol
76029;3665;Chaleco
76030;65079;Bolso
76031;31403;Pijama
76032;51152;Bañador
76033;6313;Chándal
76034;67057;Cartera
76035;94595;Sujetador
76036;27643;Pantalón
76037;41487;Botas
76038;60587;Traje de baño
76039;70749;Zapatos
76040;31635;Paraguas
76041;49263;Maleta
76042;70792;Tacones
76043;89908;Gorro
76044;9570;Traje de baño
76045;41154;Falda
76046;28146;Pijama de seda
76047;49488;Guantes
76048;15264;Jersey
76049;31532;Chaleco
76050;26448;Vestido
76051;83901;Chaleco
76052;48453;Pijama
76053;58250;Chaqueta
76054;54401;Jersey
76055;51179;Reloj
76056;57197;Cartera
76057;40771;Chaleco
76058;60653;Zapatillas
76059;90322;Pantalones cortos
76060;57334;Jersey
76061;10996;Camisa
76062;95014;Traje de baño
76063;9102;Pulsera
76064;48672;Mochila
76065;92214;Calcetines
76066;11434;Bikini
76067;69924;Bolso de mano
76068;31242;Paraguas
76069;66282;Zapatillas
76070;34887;Collar
76071;60429;Billetera
76072;69070;Collar
76073;77742;Sujetador
76074;93018;Reloj
76075;33415;Pijama
76076;55886;Traje de baño
76077;55404;Gafas de lectura
76078;88833;Pantalón
76079;34304;Traje de gala
76080;73709;Calcetines
76081;721;Sombrero
76082;94944;Gorro
76083;27464;Cartera
76084;12910;Blusa
76085;14068;Camisa
76086;98588;Chaleco de punto
76087;45852;Mochila
76088;28998;Gorra
76089;81293;Pantalón
76090;93316;Bolso
76091;14534;Traje de baño
76092;94615;Gorra
76093;64173;Chaleco
76094;19930;Tacones
76095;66972;Sujetador
76096;27213;Jersey
76097;97960;Chaleco
76098;2713;Bufanda
76099;90731;Vestido de noche
76100;67081;Pijama
76101;62023;Collar
76102;57033;Cartera
76103;24545;Sandalias
76104;75202;Vestido de noche
76105;91529;Zapatos
76106;58655;Calcetines
76107;11415;Gafas de sol
76108;66393;Pijama
76109;75190;Cartera
76110;85267;Camiseta
76111;6451;Cinturón
76112;25400;Bolso de mano
76113;81890;Reloj
76114;16223;Billetera
76115;16718;Traje de gala
76116;45841;Chaqueta
76117;14659;Traje de gala
76118;94017;Blusa
76119;45628;Sudadera
76120;40492;Zapatillas
76121;77128;Bañador
76122;83806;Camisa
76123;87662;Calzoncillos
76124;88655;Traje de baño
76125;89682;Pantalones cortos
76126;49964;Collar
76127;63699;Collar
76128;34150;Mochila
76129;69525;Gafas de lectura
76130;3070;Chaleco
76131;57708;Zapatos
76132;62518;Cartera
76133;5648;Chaqueta
76134;5935;Sujetador
76135;21347;Cinturón
76136;89756;Cartera
76137;28193;Vestido
76138;41573;Bikini
76139;79372;Zapatillas
76140;78365;Vestido
76141;62860;Reloj
76142;74442;Zapatillas
76143;84651;Camiseta
76144;83028;Vestido de noche
76145;47936;Blazer
76146;5780;Gafas de sol
76147;66993;Traje de gala
76148;36403;Cartera
76149;99914;Cinturón
76150;66131;Gorra
76151;95159;Shorts
76152;19467;Abrigo
76153;3934;Sudadera
76154;3354;Guantes
76155;64599;Pantalones cortos
76156;77985;Cinturón
76157;78137;Anillo
76158;47510;Vestido
76159;93653;Bañador
76160;11657;Traje de gala
76161;84858;Pantalones cortos
76162;2131;Bañador
76163;43981;Sandalias
76164;98508;Pulsera
76165;16541;Anillo
76166;44448;Collar
76167;31628;Bikini
76168;1941;Gafas de lectura
76169;33316;Traje de gala
76170;53410;Bañador
76171;35977;Camisa
76172;6581;Chaleco
76173;47979;Vestido
76174;79105;Botas
76175;46005;Camisa
76176;1016;Traje de gala
76177;92721;Falda
76178;63110;Blazer
76179;72131;Bolso
76180;60045;Cartera
76181;36135;Traje de gala
76182;57826;Bolso
76183;90362;Mochila
76184;39065;Sandalias
76185;76596;Chaleco de punto
76186;44600;Traje de gala
76187;39499;Bañador
76188;16748;Gafas de lectura
76189;54344;Pijama de seda
76190;60273;Collar
76191;51736;Collar
76192;25084;Traje de gala
76193;4526;Chándal
76194;27583;Bañador
76195;66117;Abrigo
76196;73011;Pijama de seda
76197;13749;Traje de gala
76198;31481;Gorra
76199;19866;Paraguas
76200;9093;Botas
76201;51932;Chándal
76202;29141;Mochila
76203;51567;Cinturón
76204;75571;Botas
76205;83118;Calcetines
76206;84291;Falda
76207;26914;Jersey
76208;4076;Cinturón
76209;25161;Traje de baño
76210;73834;Gorra
76211;95862;Traje de baño
76212;91707;Calcetines
76213;32933;Maleta
76214;54818;Camiseta
76215;65625;Gafas de sol
76216;54913;Sudadera
76217;93053;Billetera
76218;65772;Anillo
76219;6800;Chaqueta
76220;75626;Bufanda
76221;11888;Bolso de mano
76222;70394;Gafas de lectura
76223;81086;Falda
76224;22887;Gorra
76225;99709;Sandalias
76226;40457;Bolso de mano
76227;61300;Blusa
76228;52008;Pijama
76229;76884;Traje de baño
76230;75418;Anillo
76231;45020;Blusa
76232;9973;Gafas de lectura
76233;52452;Pantalones cortos
76234;69452;Pantalones cortos
76235;89081;Calcetines
76236;26361;Gorra
76237;10145;Bolso
76238;99;Gorra
76239;52190;Cartera
76240;81469;Falda
76241;27555;Gorro
76242;900;Bañador
76243;92710;Chándal
76244;20436;Bikini
76245;47583;Chaqueta
76246;34185;Sombrero
76247;99949;Reloj
76248;84530;Blazer
76249;54433;Gorro
76250;95022;Reloj
76251;74814;Bikini
76252;21339;Gorra
76253;1510;Traje de baño
76254;76834;Traje de baño
76255;59022;Pantalón
76256;11649;Sombrero
76257;3772;Anillo
76258;13458;Camiseta
76259;36602;Gorra
76260;63957;Sombrero
76261;79310;Jersey
76262;86292;Sujetador
76263;70132;Botas
76264;52725;Pantalones cortos
76265;85071;Camisa
76266;70445;Pijama de seda
76267;72868;Paraguas
76268;82901;Bolso
76269;7390;Bolso de mano
76270;29510;Cinturón
76271;68770;Chaleco
76272;65328;Traje de gala
76273;11609;Chaleco
76274;30546;Anillo
76275;35349;Tacones
76276;69660;Gorro
76277;51609;Falda
76278;58984;Maleta
76279;27063;Calcetines
76280;33719;Sudadera
76281;63564;Bolso
76282;62570;Abrigo
76283;98912;Sujetador
