ID;CAPACIDAD;TIPO;DOTACION;PRECIONOCHE;CONSUMOEXTRA;HOTELID;RESERVAID;USUARIOID;SERVICIOCONSUMOID
30407;15;suite;Towels;934;452;445;33948;11330;3869
30408;7;loft;Bed sheets;961;800;604;18130;28449;13250
30409;13;cottage;Pillows;101;861;195;10542;32400;11607
30410;8;apartment;Bed sheets;148;733;247;19121;20798;10290
30411;5;apartment;Toiletries;930;15;778;39105;44887;5570
30412;11;suite;Coffee maker;692;470;598;21645;31293;44746
30413;9;single;Toiletries;570;259;405;23098;1969;29605
30414;15;suite;Bed sheets;4;473;848;8105;40674;17926
30415;1;twin;Coffee maker;704;594;884;37624;39600;21345
30416;10;loft;Safe box;236;16;544;44740;48668;35716
30417;10;double;Safe box;270;888;58;48436;15683;41062
30418;2;cottage;Hairdryer;709;476;502;15420;4987;30456
30419;10;loft;Blankets;23;538;524;4718;22880;20243
30420;7;studio;Hairdryer;325;993;398;22443;44146;45335
30421;5;studio;Pillows;602;60;910;41119;25698;39722
30422;13;apartment;Safe box;986;886;501;27260;12703;15769
30423;10;loft;Hairdryer;829;60;244;39581;24430;43955
30424;7;double;Towels;46;205;246;24297;44849;17611
30425;1;bungalow;Towels;435;747;951;11915;29473;43115
30426;3;double;Coffee maker;470;598;580;43019;31017;31563
30427;12;suite;Mini fridge;972;284;443;34920;26839;22520
30428;13;single;Pillows;520;759;867;6762;32267;11913
30429;9;loft;Safe box;892;618;731;39185;17671;9241
30430;1;suite;Safe box;363;446;119;35884;17129;15991
30431;7;studio;Blankets;170;808;335;17786;2844;12194
30432;14;bungalow;Bed sheets;498;844;401;40406;23792;7993
30433;14;cottage;Toiletries;356;99;451;16818;15694;2996
30434;2;single;Hairdryer;188;908;893;15660;33663;3625
30435;3;cottage;Mini fridge;204;999;10;24719;28905;18929
30436;7;studio;Safe box;486;87;769;26287;19691;33233
30437;11;bungalow;Towels;400;672;457;20365;33690;3703
30438;10;studio;Hairdryer;888;502;840;15716;26460;7646
30439;14;twin;Pillows;472;826;188;22968;8640;30347
30440;13;penthouse;Hangers;155;332;844;30901;8343;17502
30441;7;apartment;Hangers;662;940;326;41095;48267;10210
30442;4;cottage;Safe box;139;1;59;33164;30349;34078
30443;14;penthouse;Bed sheets;938;512;455;38964;19914;44584
30444;9;double;Coffee maker;721;412;870;35144;35806;8031
30445;12;double;Bed sheets;236;905;11;11978;3660;24337
30446;6;twin;Coffee maker;537;37;595;9479;32873;19955
30447;8;loft;Mini fridge;379;439;924;29609;45083;29332
30448;15;studio;Hangers;934;347;188;30890;19260;44461
30449;15;twin;Safe box;288;157;498;3320;44677;3156
30450;2;bungalow;Bed sheets;911;392;942;11242;47038;2000
30451;6;loft;Blankets;184;335;765;10772;20867;27517
30452;11;single;Towels;253;962;786;23289;15822;13532
30453;15;loft;Hangers;970;320;809;20753;4753;34777
30454;9;penthouse;Hangers;107;684;628;35316;31826;34288
30455;7;studio;Hangers;304;661;296;12753;35832;38822
30456;1;suite;Safe box;54;934;569;37757;12170;4929
30457;10;studio;Toiletries;869;719;158;36784;43197;32511
30458;13;twin;Hangers;315;904;518;49887;10035;9158
30459;1;suite;Hairdryer;632;224;429;5047;6364;25891
30460;4;double;Hairdryer;398;662;927;47850;48782;46593
30461;2;cottage;Safe box;271;266;327;23996;29693;49997
30462;10;bungalow;Pillows;485;726;264;48528;19233;19720
30463;10;suite;Safe box;922;538;458;5701;22871;49406
30464;1;bungalow;Hairdryer;97;804;876;47287;30606;9800
30465;6;suite;Pillows;831;506;513;5478;19802;44033
30466;11;double;Bed sheets;712;906;759;466;21128;19421
30467;7;bungalow;Pillows;19;467;655;49644;33961;20162
30468;10;double;Mini fridge;773;486;590;44841;7129;27680
30469;5;apartment;Bed sheets;50;875;370;27857;12079;28666
30470;15;twin;Mini fridge;989;955;449;19468;17502;26450
30471;6;penthouse;Coffee maker;474;208;234;38790;27577;32264
30472;15;double;Hairdryer;785;903;428;22129;5690;20878
30473;14;studio;Hairdryer;850;856;506;14107;35388;27055
30474;4;bungalow;Hairdryer;770;944;865;36480;33536;38974
30475;9;single;Towels;20;630;863;34976;47258;11393
30476;8;bungalow;Blankets;26;339;115;23857;1100;36102
30477;14;double;Hairdryer;368;935;366;27922;33906;26204
30478;9;penthouse;Toiletries;379;578;426;20066;47206;39499
30479;11;apartment;Hairdryer;812;886;926;48131;10789;45342
30480;4;twin;Blankets;642;81;612;24823;45365;22749
30481;14;studio;Safe box;775;873;416;22728;35336;40406
30482;14;suite;Mini fridge;683;472;813;14305;30147;40692
30483;8;apartment;Towels;304;478;416;28999;23779;19731
30484;9;single;Blankets;863;11;429;23278;47634;12863
30485;3;cottage;Towels;501;747;432;7462;18923;49100
30486;1;loft;Coffee maker;235;56;698;573;32167;2567
30487;13;cottage;Safe box;42;724;692;34884;18740;41795
30488;5;single;Bed sheets;458;180;246;39074;47028;36839
30489;3;cottage;Hangers;428;242;199;9514;44853;9239
30490;5;loft;Bed sheets;115;931;37;888;16166;43774
30491;9;cottage;Safe box;134;523;659;22566;42988;29651
30492;10;twin;Hairdryer;561;64;147;35890;45798;39524
30493;5;loft;Towels;180;152;840;27461;32495;42612
30494;3;suite;Bed sheets;394;593;88;42006;32010;25571
30495;12;bungalow;Hairdryer;687;39;36;40925;13489;10633
30496;13;cottage;Toiletries;430;282;495;37599;9388;45498
30497;2;single;Hangers;983;106;810;10237;31473;12103
30498;12;penthouse;Toiletries;151;186;380;45339;48809;49309
30499;3;twin;Towels;928;270;691;26179;49940;39703
30500;11;loft;Toiletries;843;595;824;16069;45874;29439
30501;14;studio;Mini fridge;57;149;877;32191;48035;5928
30502;6;apartment;Blankets;450;27;352;4094;21540;48155
30503;3;cottage;Hairdryer;41;313;929;26839;48475;22706
30504;14;loft;Blankets;986;889;271;12260;14751;41406
30505;6;bungalow;Toiletries;861;79;360;40174;4143;36437
30506;4;single;Towels;700;1;391;45320;39439;37413
30507;6;single;Bed sheets;299;848;615;49332;25499;31968
30508;1;double;Coffee maker;282;922;192;39303;20996;32931
30509;1;penthouse;Pillows;608;869;933;16295;23608;16938
30510;11;single;Towels;258;508;651;28748;25264;20775
30511;13;twin;Hairdryer;446;239;44;35859;6313;20083
30512;6;single;Pillows;879;978;959;28736;39472;28922
30513;1;suite;Bed sheets;253;173;627;29328;11527;22867
30514;1;studio;Pillows;721;496;249;40707;39926;7299
30515;7;twin;Safe box;466;732;789;43895;49948;1415
30516;7;apartment;Toiletries;736;934;674;24654;34715;40617
30517;4;penthouse;Coffee maker;602;199;768;733;46020;6087
30518;10;penthouse;Safe box;803;427;479;45011;23128;6802
30519;13;single;Towels;696;345;200;17634;10659;33546
30520;8;cottage;Safe box;936;668;285;11976;46291;16861
30521;7;twin;Hangers;3;666;674;41399;16649;16573
30522;15;suite;Safe box;33;137;547;31491;34454;33379
30523;1;bungalow;Safe box;451;468;408;11998;13542;26078
30524;1;penthouse;Mini fridge;688;886;19;18550;33794;32691
30525;10;cottage;Blankets;43;904;8;21241;9554;30269
30526;5;loft;Towels;189;868;270;47659;42592;27708
30527;10;bungalow;Towels;334;625;699;27466;3881;29252
30528;10;double;Mini fridge;845;207;335;23641;3258;37152
30529;6;double;Pillows;708;183;653;7162;24571;29766
30530;7;twin;Hairdryer;889;14;991;15029;112;37776
30531;2;cottage;Bed sheets;665;198;838;23888;5773;28777
30532;2;twin;Safe box;418;571;204;28523;9012;10751
30533;11;single;Coffee maker;989;638;286;7199;2216;34688
30534;2;penthouse;Towels;693;129;810;37496;6716;11008
30535;7;cottage;Toiletries;630;846;332;14578;32196;4602
30536;10;suite;Coffee maker;836;652;430;14093;44137;4979
30537;10;bungalow;Blankets;145;285;426;46130;47130;12353
30538;13;bungalow;Towels;8;95;752;48728;3829;32787
30539;5;apartment;Pillows;97;592;244;8045;48387;28957
30540;14;single;Mini fridge;445;57;60;9995;5366;24907
30541;12;penthouse;Pillows;8;680;355;9237;8800;39537
30542;5;studio;Coffee maker;401;909;983;5119;18251;44554
30543;9;penthouse;Pillows;589;379;232;8461;9275;6569
30544;3;bungalow;Hairdryer;950;427;904;23318;8915;48931
30545;14;studio;Mini fridge;160;83;566;31059;30449;47800
30546;5;penthouse;Towels;465;720;120;607;27341;20086
30547;4;suite;Mini fridge;520;50;607;24364;39587;35913
30548;10;cottage;Bed sheets;302;298;363;34387;36629;47818
30549;12;studio;Pillows;5;133;610;24198;7978;30065
30550;5;apartment;Hairdryer;109;705;259;22273;34001;5531
30551;10;twin;Blankets;137;593;945;46308;30841;11509
30552;9;single;Towels;798;494;165;31304;44673;7074
30553;7;penthouse;Towels;912;968;593;49339;28745;13242
30554;4;studio;Bed sheets;562;806;356;41144;13001;19299
30555;13;cottage;Hangers;74;549;557;6856;2831;31212
30556;4;studio;Mini fridge;953;215;231;36279;34817;26889
30557;12;studio;Hangers;684;124;530;21618;37732;11454
30558;11;bungalow;Blankets;668;14;91;24514;19952;37601
30559;8;twin;Hangers;945;458;206;22313;7879;37464
30560;1;studio;Hangers;851;223;228;30728;22596;43092
30561;1;suite;Pillows;58;120;288;29896;21235;30786
30562;11;studio;Blankets;713;380;400;22822;29326;31564
30563;4;suite;Blankets;42;638;606;18892;48268;37914
30564;11;suite;Bed sheets;274;982;114;11302;3345;18783
30565;15;cottage;Hairdryer;759;120;216;27441;29402;34173
30566;4;single;Toiletries;979;352;714;5821;27929;12292
30567;2;penthouse;Mini fridge;748;96;590;44710;31897;25245
30568;13;double;Mini fridge;414;748;363;5193;35333;30628
30569;11;penthouse;Hangers;220;880;344;37994;34630;40461
30570;9;apartment;Towels;755;703;144;2241;12365;34499
30571;8;single;Coffee maker;44;364;251;39908;19870;9297
30572;5;single;Hangers;494;734;112;10734;11671;17372
30573;8;penthouse;Mini fridge;218;316;135;25715;42218;17947
30574;10;studio;Towels;904;329;598;30007;44631;16325
30575;4;penthouse;Safe box;744;257;503;5671;12591;3125
30576;15;single;Bed sheets;281;765;651;5595;792;43279
30577;9;penthouse;Toiletries;823;692;473;7174;24584;14488
30578;3;studio;Bed sheets;409;705;425;42120;31839;29339
30579;4;twin;Bed sheets;267;907;775;23067;277;14298
30580;3;penthouse;Blankets;370;419;120;17783;45166;34568
30581;10;twin;Bed sheets;959;592;4;25636;10502;37787
30582;6;loft;Toiletries;161;45;930;16535;20543;37712
30583;5;studio;Bed sheets;599;801;45;1529;33711;1299
30584;13;cottage;Coffee maker;798;868;638;35212;47446;280
30585;11;suite;Safe box;406;534;56;16356;40158;31653
30586;11;loft;Towels;938;484;609;17411;18742;41861
30587;8;apartment;Blankets;80;803;184;2208;7243;49002
30588;1;penthouse;Toiletries;982;208;982;42899;22612;49858
30589;14;loft;Hangers;311;917;926;19617;27197;23352
30590;5;single;Hangers;412;538;74;48553;35989;37822
30591;10;twin;Towels;98;892;375;20228;37270;38293
30592;15;suite;Hangers;741;846;236;43365;14879;26952
30593;3;penthouse;Bed sheets;344;708;201;23938;46526;14452
30594;8;bungalow;Coffee maker;675;394;49;25202;9369;48667
30595;13;studio;Pillows;437;763;596;28476;44101;46148
30596;14;cottage;Mini fridge;892;686;236;2823;32392;22100
30597;1;single;Coffee maker;549;877;491;40818;31563;49135
30598;4;twin;Safe box;882;44;819;37287;33252;41525
30599;11;penthouse;Toiletries;106;116;441;48352;48566;10509
30600;7;loft;Towels;307;738;827;38502;22202;21891
30601;1;twin;Mini fridge;770;101;850;29560;39138;21965
30602;4;suite;Pillows;457;706;287;37389;43836;38688
30603;8;bungalow;Towels;714;209;196;47810;24127;29461
30604;6;single;Bed sheets;446;227;131;44646;16528;40036
30605;2;cottage;Bed sheets;223;856;603;12380;44027;37559
30606;6;cottage;Hairdryer;156;84;354;27587;47126;26581
30607;1;apartment;Mini fridge;721;280;865;44461;40139;37418
30608;9;apartment;Mini fridge;856;28;707;42301;566;10884
30609;12;single;Hangers;292;473;655;11533;30450;28814
30610;14;cottage;Bed sheets;383;689;466;42380;30822;34589
30611;14;bungalow;Blankets;749;394;286;12806;5355;22765
30612;7;twin;Hangers;57;581;416;10049;42313;49447
30613;7;suite;Blankets;606;818;252;11462;34823;15704
30614;8;apartment;Blankets;656;438;702;14905;34827;27509
30615;7;suite;Safe box;546;724;684;26610;30935;3411
30616;7;cottage;Hairdryer;206;970;24;42786;49298;33359
30617;14;apartment;Toiletries;827;872;860;28099;4488;33177
30618;10;bungalow;Hairdryer;525;564;370;44936;14061;2700
30619;12;twin;Hangers;944;659;557;12184;45799;20039
30620;2;single;Safe box;742;103;157;41774;4081;33092
30621;2;single;Coffee maker;961;253;523;20372;24319;29919
30622;11;suite;Pillows;478;727;97;40839;546;10073
30623;14;penthouse;Safe box;577;564;418;33501;27287;30757
30624;12;cottage;Hairdryer;529;579;576;29803;47955;15524
30625;4;suite;Hangers;756;292;571;46106;2547;21020
30626;14;double;Pillows;371;957;287;27050;28309;14904
30627;8;twin;Towels;252;28;59;14338;1526;8710
30628;14;twin;Hairdryer;813;390;804;16279;46450;12323
30629;6;twin;Hangers;980;822;744;12499;39629;25312
30630;1;cottage;Blankets;461;915;308;49129;8526;27478
30631;7;bungalow;Mini fridge;698;813;965;36050;18119;44615
30632;5;cottage;Blankets;145;331;832;28237;11818;48517
30633;7;single;Safe box;539;573;376;11959;3745;16269
30634;3;cottage;Pillows;876;707;504;27131;49143;22124
30635;8;twin;Toiletries;757;965;477;15730;10944;42804
30636;7;cottage;Toiletries;754;761;922;16670;22073;3257
30637;13;suite;Coffee maker;962;574;803;41404;33491;26507
30638;8;twin;Blankets;977;332;292;39108;44558;23073
30639;6;apartment;Bed sheets;812;666;969;32896;9070;20790
30640;5;double;Blankets;519;617;428;42831;12835;24785
30641;5;bungalow;Safe box;465;959;232;47736;39129;3985
30642;13;twin;Towels;682;707;61;16017;5776;25770
30643;14;cottage;Bed sheets;945;807;324;16856;47956;6815
30644;10;apartment;Blankets;397;367;161;45809;46736;26458
30645;7;double;Hangers;17;146;48;44466;33233;36688
30646;10;apartment;Safe box;236;403;620;38375;23662;24013
30647;10;penthouse;Blankets;419;997;129;25862;38583;29920
30648;3;apartment;Blankets;746;558;505;6845;33811;26841
30649;3;suite;Hairdryer;659;781;946;3823;48406;5902
30650;13;double;Safe box;764;949;95;22929;30720;12570
30651;6;apartment;Toiletries;239;16;714;10929;16789;14302
30652;6;single;Hangers;286;506;571;49876;20054;37618
30653;10;double;Coffee maker;200;107;528;46874;34873;24684
30654;7;bungalow;Hangers;240;383;541;3147;48683;24712
30655;13;penthouse;Coffee maker;628;517;722;13473;16040;27046
30656;4;twin;Bed sheets;49;885;471;37530;27851;49154
30657;8;bungalow;Coffee maker;177;109;764;6376;2583;809
30658;5;single;Coffee maker;335;69;825;31466;40071;43589
30659;14;loft;Mini fridge;104;72;604;20972;152;20583
30660;15;twin;Toiletries;610;187;696;1386;11372;17393
30661;6;studio;Toiletries;36;325;112;429;11118;49306
30662;13;suite;Hairdryer;433;16;772;31074;5930;1342
30663;6;apartment;Pillows;461;5;883;11264;18825;20334
30664;11;studio;Hairdryer;398;61;778;14275;23720;23760
30665;4;suite;Blankets;278;278;606;20443;10890;631
30666;13;cottage;Hangers;943;390;592;7229;22851;44895
30667;12;suite;Coffee maker;85;566;920;35077;14491;644
30668;14;bungalow;Hangers;390;776;723;26911;47190;15107
30669;3;suite;Coffee maker;757;996;550;45537;28836;44090
30670;8;loft;Bed sheets;776;951;924;47875;39353;3981
30671;10;single;Bed sheets;208;588;153;40884;7147;30751
30672;2;twin;Toiletries;311;711;629;6755;44829;23602
30673;9;bungalow;Blankets;451;867;635;40405;24019;15684
30674;3;studio;Safe box;161;131;958;16600;19218;47885
30675;13;loft;Blankets;614;327;324;26829;23649;12911
30676;2;studio;Mini fridge;614;534;531;22863;35724;34400
30677;7;studio;Toiletries;454;965;154;34844;9989;3645
30678;5;single;Toiletries;718;634;93;7964;43813;46037
30679;12;double;Blankets;263;386;898;20650;13006;44705
30680;13;studio;Mini fridge;154;848;787;27813;11162;47446
30681;7;twin;Towels;806;841;203;47098;12352;5638
30682;9;loft;Coffee maker;357;776;617;36579;2559;34597
30683;10;suite;Pillows;796;390;545;25598;6587;38350
30684;5;apartment;Hairdryer;254;619;848;43356;35816;24832
30685;1;apartment;Towels;638;49;166;38222;12279;14953
30686;2;twin;Safe box;369;43;16;2804;38480;11580
30687;13;bungalow;Bed sheets;60;840;554;47319;17628;6607
30688;12;suite;Mini fridge;855;305;930;40231;23978;32756
30689;4;loft;Hangers;318;796;847;27256;24469;12353
30690;12;single;Hangers;70;353;199;48420;21852;37073
30691;8;loft;Blankets;897;130;894;21024;40674;4200
30692;6;single;Pillows;835;455;833;35125;46928;314
30693;12;twin;Hangers;662;685;64;39732;43571;21214
30694;12;cottage;Towels;837;703;726;24364;564;29220
30695;6;bungalow;Toiletries;941;123;554;27474;37404;41992
30696;13;suite;Bed sheets;692;392;607;40736;19734;28739
30697;11;twin;Toiletries;188;292;86;25259;27958;3144
30698;13;double;Safe box;649;562;892;13710;11687;21171
30699;11;loft;Coffee maker;679;656;692;3439;28109;35293
30700;4;apartment;Hangers;440;126;638;39694;21529;742
30701;9;penthouse;Pillows;196;256;675;16953;5357;19619
30702;2;single;Blankets;804;70;737;20012;6956;44727
30703;11;double;Safe box;289;537;514;36482;42485;12276
30704;15;studio;Bed sheets;65;130;535;43477;34288;11732
30705;3;cottage;Blankets;957;568;129;30045;10008;32463
30706;4;apartment;Hairdryer;789;174;724;42888;24468;11632
30707;1;penthouse;Hangers;442;183;188;33308;2096;33541
30708;9;penthouse;Mini fridge;805;583;423;40247;6732;11782
30709;11;suite;Blankets;556;272;702;31310;29308;24015
30710;14;penthouse;Toiletries;285;322;885;43161;36093;42292
30711;7;suite;Toiletries;134;470;722;23200;36481;342
30712;8;bungalow;Toiletries;806;51;391;45754;47896;27151
30713;9;single;Hairdryer;133;203;691;43755;43692;33064
30714;10;studio;Blankets;308;326;103;14139;5983;31453
30715;1;studio;Blankets;86;636;712;21018;28893;10253
30716;6;single;Toiletries;26;223;715;26688;27314;29738
30717;5;twin;Bed sheets;858;859;76;26963;25016;44586
30718;11;bungalow;Towels;99;782;68;17711;23887;37383
30719;10;twin;Blankets;505;965;576;33950;38477;41662
30720;2;double;Hairdryer;568;255;873;987;2908;21864
30721;11;double;Mini fridge;353;144;478;42945;14309;21463
30722;10;cottage;Coffee maker;160;889;943;24595;23775;29685
30723;5;double;Bed sheets;573;609;960;2610;35727;14771
30724;7;bungalow;Hairdryer;989;955;707;17551;47059;22159
30725;8;loft;Hairdryer;171;44;519;42009;32386;14892
30726;9;cottage;Safe box;177;171;286;71;33057;47519
30727;9;suite;Hangers;148;775;444;43617;26693;10887
30728;6;studio;Towels;502;31;760;21163;18109;26829
30729;8;cottage;Hairdryer;468;496;689;19696;32148;45920
30730;11;twin;Pillows;626;276;680;27546;37854;35583
30731;8;loft;Safe box;223;758;473;36857;13751;33081
30732;7;cottage;Coffee maker;930;698;17;14919;39394;33748
30733;12;studio;Blankets;532;951;172;23916;17538;16245
30734;8;cottage;Hairdryer;734;168;348;16541;12441;19943
30735;15;loft;Mini fridge;761;887;288;8768;3086;14689
30736;11;double;Blankets;631;809;671;23921;8968;42810
30737;4;single;Toiletries;102;319;544;21947;3455;12186
30738;4;single;Mini fridge;805;889;38;8540;43237;939
30739;11;studio;Hangers;325;129;316;11286;16096;42837
30740;7;apartment;Toiletries;90;53;388;13054;14760;46704
30741;14;suite;Towels;862;561;249;45988;5491;30287
30742;15;loft;Coffee maker;93;917;64;12080;46452;1371
30743;10;studio;Safe box;205;520;20;48252;20315;34931
30744;12;twin;Safe box;483;531;394;44304;45394;28324
30745;14;single;Hairdryer;592;855;153;12714;21178;28438
30746;2;suite;Hangers;212;524;897;448;37927;27884
30747;4;twin;Blankets;850;719;497;33282;28247;5714
30748;15;twin;Hangers;406;701;97;24918;29607;43968
30749;7;loft;Coffee maker;277;224;539;17705;26146;31233
30750;2;apartment;Bed sheets;529;10;853;23041;23130;9772
30751;13;cottage;Towels;947;477;555;31859;13243;7295
30752;11;apartment;Coffee maker;617;331;829;27223;49235;32421
30753;12;studio;Mini fridge;286;648;530;27894;13499;6925
30754;14;apartment;Safe box;611;54;253;24220;9137;18769
30755;1;twin;Coffee maker;162;632;242;17876;18105;15918
30756;5;double;Hangers;163;266;965;8980;40420;15270
30757;6;double;Safe box;318;461;94;439;29608;1870
30758;6;twin;Hangers;655;213;177;40172;47899;22254
30759;11;suite;Bed sheets;648;116;88;38885;12233;24753
30760;10;loft;Toiletries;686;192;707;33667;21889;11263
30761;11;studio;Towels;397;330;186;26638;46981;17802
30762;13;single;Hairdryer;297;816;750;45833;12299;34555
30763;13;apartment;Towels;353;537;357;33305;14598;48470
30764;6;apartment;Bed sheets;432;160;4;43125;28999;49322
30765;3;apartment;Towels;321;946;221;43774;22485;45345
30766;15;penthouse;Mini fridge;599;137;755;8080;23210;1011
30767;12;penthouse;Toiletries;302;665;303;7265;29838;4507
30768;10;single;Hairdryer;696;984;92;2131;31452;941
30769;5;loft;Toiletries;518;786;759;11597;34663;21678
30770;15;loft;Mini fridge;58;761;830;24083;35674;28043
30771;13;cottage;Mini fridge;968;257;607;20664;25091;33484
30772;5;double;Hairdryer;180;564;437;5702;26795;31159
30773;6;loft;Mini fridge;541;882;220;17675;31948;14526
30774;10;twin;Hangers;979;243;536;44637;8321;48397
30775;14;penthouse;Blankets;961;695;669;29712;45596;39327
30776;11;studio;Coffee maker;407;398;897;15363;100;10553
30777;7;twin;Hangers;380;874;125;22582;24453;23142
30778;15;apartment;Hangers;299;208;286;26166;16674;15808
30779;15;loft;Pillows;297;298;567;24253;39563;17966
30780;8;suite;Bed sheets;501;955;718;20784;13407;11928
30781;14;studio;Hangers;788;911;288;5580;10001;13689
30782;12;suite;Hairdryer;928;63;32;28338;16509;7134
30783;2;suite;Hairdryer;218;195;452;38213;4643;40392
30784;8;twin;Towels;535;569;653;1726;36177;16342
30785;14;suite;Mini fridge;826;894;100;45640;12190;32494
30786;2;penthouse;Coffee maker;164;594;681;7446;11211;31875
30787;11;loft;Blankets;874;741;89;18329;4267;18484
30788;9;bungalow;Toiletries;204;396;264;15775;22056;2711
30789;3;suite;Coffee maker;98;987;168;2230;47218;42429
30790;9;suite;Pillows;981;187;687;1642;21291;14404
30791;15;twin;Pillows;889;843;749;34322;19070;13580
30792;15;twin;Toiletries;466;394;870;17427;41087;8555
30793;5;studio;Toiletries;515;323;590;44624;28182;21394
30794;13;bungalow;Toiletries;787;401;951;48412;41129;31643
30795;7;single;Mini fridge;263;20;426;23429;44505;15847
30796;6;bungalow;Coffee maker;664;263;497;48847;20816;31953
30797;15;single;Hairdryer;54;547;415;23986;35118;18421
30798;2;apartment;Hangers;479;9;376;12748;32953;24913
30799;14;apartment;Coffee maker;578;575;427;40549;28710;9539
30800;10;single;Coffee maker;722;30;431;22147;40355;37339
30801;4;twin;Coffee maker;495;575;280;17194;27619;34503
30802;1;double;Safe box;824;24;649;21600;43185;4493
30803;12;loft;Coffee maker;220;231;563;38618;37287;32107
30804;14;penthouse;Hairdryer;390;796;185;45459;49510;48942
30805;1;single;Coffee maker;382;50;67;47072;1325;44919
30806;13;loft;Hairdryer;233;415;710;22051;13573;18771
30807;7;twin;Blankets;901;132;717;28587;49327;37067
30808;15;double;Towels;432;912;313;31322;14785;26155
30809;14;single;Blankets;581;997;772;37749;29247;19913
30810;9;twin;Pillows;906;590;661;44074;36372;38839
30811;2;penthouse;Pillows;922;385;742;24710;44972;17539
30812;6;studio;Hairdryer;358;940;540;11343;14502;45578
30813;6;cottage;Mini fridge;597;546;198;17141;3077;46577
30814;14;suite;Blankets;763;685;599;35973;24424;40286
30815;10;double;Coffee maker;74;684;628;45459;46311;36056
30816;2;cottage;Bed sheets;957;812;254;18013;2163;21334
30817;2;single;Hairdryer;96;163;930;4078;10637;20890
30818;9;loft;Coffee maker;726;56;621;21222;32326;27836
30819;11;penthouse;Hangers;453;252;994;40743;25009;8039
30820;4;bungalow;Hangers;76;71;372;9839;34010;13887
30821;5;bungalow;Hangers;972;504;789;41565;14823;10567
30822;6;loft;Coffee maker;672;987;314;11110;23537;19105
30823;9;cottage;Safe box;968;519;307;31860;15078;19895
30824;11;penthouse;Hairdryer;82;349;579;14238;44665;926
30825;1;cottage;Toiletries;796;278;993;38081;28190;22703
30826;6;double;Hairdryer;489;614;228;21577;1912;20716
30827;12;twin;Blankets;11;469;376;3114;47196;29923
30828;13;suite;Towels;138;351;827;30135;15507;42112
30829;13;suite;Hangers;856;740;446;40805;11022;40904
30830;1;suite;Towels;951;820;940;44230;3676;27890
30831;4;cottage;Hairdryer;470;123;568;1596;3983;34681
30832;8;cottage;Hairdryer;786;139;384;2111;11155;5564
30833;3;apartment;Bed sheets;272;397;321;28414;19838;12058
30834;8;suite;Hairdryer;982;718;374;18238;8726;25407
30835;15;single;Bed sheets;579;311;291;27357;18458;35668
30836;14;bungalow;Coffee maker;104;336;445;35540;40371;24837
30837;13;apartment;Blankets;220;205;206;11818;30871;20390
30838;13;loft;Hangers;633;710;26;23243;38096;18874
30839;14;penthouse;Toiletries;563;350;249;41834;1495;12685
30840;4;double;Hairdryer;409;207;606;8095;5349;4182
30841;5;loft;Safe box;942;870;651;30309;1938;16
30842;4;loft;Hairdryer;69;715;783;47236;42558;42745
30843;4;twin;Blankets;586;798;910;32252;10693;48814
30844;14;apartment;Bed sheets;171;531;654;38144;11238;25497
30845;5;bungalow;Hangers;209;193;589;3920;23956;4874
30846;11;double;Coffee maker;601;336;377;18898;35335;15281
30847;12;studio;Safe box;807;598;141;15123;21296;30190
30848;14;bungalow;Pillows;675;5;538;29704;39206;1860
30849;7;single;Toiletries;977;107;595;31257;36952;30813
30850;14;single;Hangers;170;99;110;19450;30975;2225
30851;10;twin;Blankets;775;824;211;22710;5581;2871
30852;7;loft;Toiletries;289;392;66;27894;26533;31131
30853;11;single;Coffee maker;508;487;583;28568;29300;462
30854;2;cottage;Mini fridge;248;331;570;5073;43625;9927
30855;9;studio;Coffee maker;486;732;650;36086;13290;12470
30856;8;twin;Safe box;251;245;451;26723;13266;14077
30857;3;bungalow;Hangers;657;416;493;24237;18394;8650
30858;10;penthouse;Safe box;517;574;883;38887;20972;31826
30859;11;double;Towels;429;434;601;18082;16802;33963
30860;13;bungalow;Toiletries;318;895;919;34113;20929;306
30861;13;bungalow;Safe box;86;885;290;13419;14062;32497
30862;2;studio;Coffee maker;714;385;565;4461;27937;46209
30863;1;double;Mini fridge;821;329;644;14508;16643;47053
30864;1;twin;Bed sheets;638;400;3;5929;31864;5945
30865;10;loft;Pillows;176;24;975;14699;21634;38996
30866;8;studio;Mini fridge;869;512;673;26672;29854;2499
30867;10;cottage;Hairdryer;90;781;406;12978;8918;34793
30868;2;single;Toiletries;620;524;137;5618;37056;8201
30869;10;single;Safe box;922;244;159;1914;24961;11553
30870;11;twin;Blankets;482;380;175;34159;18106;30739
30871;4;cottage;Blankets;463;401;494;11805;5083;22859
30872;10;apartment;Blankets;995;37;743;37545;5693;39362
30873;15;cottage;Towels;738;260;238;27970;34371;14748
30874;8;penthouse;Bed sheets;646;398;742;9056;23870;43778
30875;9;cottage;Bed sheets;288;271;381;41008;20783;33019
30876;10;penthouse;Bed sheets;995;914;399;4580;35357;16022
30877;1;double;Pillows;793;928;715;33460;37008;2861
30878;1;studio;Bed sheets;803;335;887;30217;109;35492
30879;6;loft;Hangers;395;381;734;40151;12868;32605
30880;2;single;Hangers;79;427;896;13573;41642;34434
30881;3;suite;Safe box;594;136;464;34960;40056;1667
30882;9;apartment;Hangers;468;956;477;23671;47306;23669
30883;5;bungalow;Pillows;233;283;500;2390;40255;13131
